,Pack Price
4226,5.99
921,139.0
318,79.99
10052,2.58
4241,60.82
4234,6.65
143,7.5
4411,126.14
6992,13.49
5391,24.0
6105,30.82
8259,7.3
8748,12.3
2948,6.61
6232,13.0
7701,29.31
6166,29.0
5661,4.62
3791,13.49
7177,8.63
6306,27.6
475,9.1
9867,15.5
251,9.1
4144,5.99
5434,350.0
7126,2.58
3991,80.0
369,70.0
7378,6.73
1811,26.25
1281,13.5
7779,10.52
5729,38.36
10031,2.1
5939,80.0
2663,11.35
7306,1.85
6785,3.81
1261,16.0
5343,36.0
591,71.99
6583,6.66
6746,14.63
3469,22.5
3863,80.0
5520,4.62
3282,9.28
480,8.0
7002,3.66
10203,6.07
7726,5.36
3663,89.0
8095,4.52
3705,6.85
2260,7.12
5130,15.0
6817,26.7
4317,4.62
7835,11.89
3843,6.49
9189,8.58
4974,10.5
4095,2.92
6385,2.06
616,52.49
5697,3.15
1737,1.55
8927,7.72
7872,1.63
4161,77.7
4101,3.23
10255,18.9
1741,9.35
9675,10.52
2716,80.0
9877,8.76
7088,1.83
4281,80.0
3976,76.72
6895,5.58
2908,23.26
1264,41.1
2049,1.5
6985,3.95
1252,3.4
1686,20.0
8074,1.4
5925,89.0
1503,76.0
3035,2.47
5608,32.0
9469,2.51
9951,2.58
64,1.45
8447,5.13
5655,60.82
6189,8.2
5837,2.6
164,79.99
7565,4.52
6861,8.58
6020,70.0
5448,4.3
4534,8.42
3904,91.76
3570,32.0
2962,27.6
2871,20.0
7015,7.72
5457,30.82
2011,7.2
4666,2.43
3270,2.72
4900,82.2
7059,15.5
4573,27.0
6727,8.26
5857,19.5
7717,2.1
9601,14.38
5600,77.7
7404,5.58
4655,8.04
234,50.4
7248,80.0
9894,2.73
9100,1.32
6346,3.6
6176,38.36
8685,1.32
770,18.34
4661,80.0
6934,1.78
7893,9.76
3532,6.91
1463,16.26
7482,10.0
3475,24.5
1340,7.75
4703,350.0
6026,6.65
2304,21.5
7085,8.76
974,32.0
7298,7.27
6367,5.94
1328,5.0
810,27.0
1051,80.0
1385,12.01
3455,70.0
2346,3.4
6687,9.69
4805,89.0
8616,3.91
890,32.0
6085,2.06
2599,1.4
7903,10.25
7462,7.72
8715,2.26
7822,20.22
5539,30.82
2993,26.09
1582,11.5
8247,12.96
9493,7.21
5885,80.0
3179,60.82
10272,13.49
10158,6.07
1883,3.67
8670,2.22
917,139.0
2410,2.0
51,79.99
2522,9.5
517,89.11
5386,80.0
6293,7.3
1337,7.4
1601,11.75
7816,11.15
9066,11.0
2643,7.2
8575,15.0
9802,19.36
5936,24.5
1659,72.0
6324,20.0
1241,27.0
8039,4.34
8160,2.44
7722,3.64
6623,19.92
1715,7.75
5032,1.3
3199,9.98
5702,23.26
3638,24.0
6826,2.42
6693,8.26
4789,6.47
10256,8.11
7294,1.95
1368,12.01
2250,26.25
7719,4.82
9790,4.62
3821,6.85
8346,11.23
2046,11.4
1605,21.42
3223,6.5
6525,24.5
7954,5.78
6408,32.0
1242,8.15
359,18.34
8730,4.7
3970,89.0
4269,5.94
211,11.4
2393,1.52
1448,10.25
746,2.24
5042,36.16
4994,96.57
5675,32.0
5952,5.94
7676,11.0
5168,89.0
9009,1.4
7693,2.33
7301,4.04
6822,5.36
9744,3.78
7740,12.5
2803,50.0
3323,66.6
5417,80.0
6304,2.59
1064,2.15
8409,5.78
2929,5.94
3534,70.0
5672,66.6
7420,6.73
1423,11.75
2761,1.85
1105,71.99
4778,37.5
6712,7.82
854,9.1
8285,4.7
2323,1.75
8233,3.33
922,70.0
6472,32.0
4279,2.1
199,11.89
6029,22.45
5537,89.0
3890,6.65
3339,7.0
1572,11.4
7434,5.09
5515,30.82
7241,2.44
797,7.0
4654,6.85
4849,4.51
4416,2.44
5453,2.15
8553,6.57
1360,16.96
19,80.0
2960,2.6
3136,11.09
9192,1.95
3595,1.99
5561,6.85
6167,80.0
3573,32.0
2151,9.45
9692,9.3
6370,32.0
4031,0.9
8818,6.52
9523,7.02
4137,29.0
5839,6.86
3955,3.5
3174,10.25
2207,1.92
7188,8.26
3744,50.4
9586,29.31
4657,32.0
3082,33.0
8201,4.81
9706,8.51
5642,30.82
3529,2.43
7345,2.26
4017,7.5
1420,3.9
6911,10.52
9245,6.73
7797,11.46
8824,3.73
6885,12.3
1591,26.25
648,32.0
1371,26.25
8413,2.9
7993,19.92
6742,15.04
9481,8.55
10135,7.3
3512,8.0
8822,3.75
3978,36.0
5921,2.35
8923,4.75
3370,89.0
4152,10.0
9248,10.52
4634,70.0
7690,8.04
6034,29.0
8899,10.0
4341,80.0
6766,13.15
6778,3.91
147,80.0
8311,2.15
2689,16.5
7178,4.22
1311,41.1
3518,32.0
230,27.0
5245,2.12
9042,1.95
1542,11.72
1191,1.92
261,41.1
5730,4.62
6493,36.16
9539,6.08
2713,8.1
1624,3.95
9593,2.42
5304,7.82
4622,7.82
6890,11.15
8071,2.33
5188,72.0
4646,89.0
6656,8.55
9989,2.51
5155,8.1
1972,2.1
7402,3.75
10233,11.23
4176,8.1
6604,2.44
324,70.0
4159,105.49
4100,96.0
8334,13.52
4612,13.6
9502,8.26
610,32.0
9770,1.99
6543,11.49
5425,36.16
7393,2.26
9354,1.9
2820,11.15
6528,23.0
1113,0.01
1716,0.01
3622,60.82
3083,80.0
6425,89.0
1161,2.91
3360,6.65
3280,3.23
10050,1.38
8572,2.95
1778,11.8
6248,89.0
7084,8.76
3114,24.5
3725,2.02
10067,3.91
5421,80.0
9407,16.44
5843,24.5
1053,3.47
5030,3.4
1771,3.4
1911,16.0
2891,2.15
3337,16.96
6790,12.96
6662,3.2
1012,32.0
8963,8.55
5926,1.84
7960,7.53
8099,11.22
1444,41.1
4971,4.67
5674,11.49
8336,8.11
1200,25.45
8940,8.76
5170,2.49
7324,10.52
1924,1.92
8642,3.81
5654,5.39
5544,8.0
10076,4.7
9471,1.95
1185,8.76
6819,22.5
1307,2.0
1210,11.35
8825,19.71
9501,8.97
5840,32.0
2529,72.0
7493,2.44
9928,11.22
7981,10.07
611,32.0
8214,8.58
1413,2.9
4799,2.43
5196,89.0
3426,10.15
8604,4.22
5354,8.04
2101,139.0
7664,1.95
3854,5.0
338,70.0
8551,1.95
4868,9.0
5486,24.5
8076,6.57
1786,26.25
7048,2.9
2590,3.04
2342,41.1
8761,3.75
1243,35.8
343,23.67
1946,9.59
6741,6.08
456,3.21
6203,20.0
736,23.0
4415,23.67
6694,8.63
7137,1.95
2750,0.0
9993,2.1
7995,8.76
1008,9.0
8541,8.82
1644,16.95
7230,10.29
1810,26.25
6384,2.12
5983,1.43
6392,80.0
6217,21.8
10240,1.3
5877,4.53
6338,24.5
9031,1.85
4890,8.1
8115,8.23
7623,2.45
1722,7.4
9111,3.91
4445,80.0
7554,11.75
7159,15.04
8922,4.75
307,32.0
5788,5.35
3237,77.7
8419,6.66
5514,14.1
1117,1.92
7296,6.07
2926,24.5
7098,2.73
4944,14.93
353,71.99
5889,20.0
9159,4.7
2703,10.0
3948,66.6
3924,4.51
291,27.0
9295,13.49
8865,3.6
1700,12.01
433,82.2
2825,2.4
3260,1.59
7924,4.62
8552,1.8
10068,5.54
4941,89.0
5400,8.1
8083,2.51
4154,50.0
8483,8.76
2772,2.87
440,71.99
7435,13.52
6202,3.24
5955,80.0
3304,75.0
3263,1.8
1411,7.53
6649,11.75
7257,7.72
3745,2.0
5954,4.65
1545,7.9
4514,7.3
9512,4.22
5194,82.2
8657,2.76
2280,5.78
7271,5.36
1565,11.72
4702,89.0
2388,8.15
6830,5.36
9509,15.04
9975,2.58
1276,10.4
9251,3.75
6858,6.76
2213,26.25
9686,3.89
4527,2.92
4819,89.0
6475,60.82
8361,1.99
7251,29.68
3186,8.61
3990,3.43
8337,8.5
5249,2.47
6956,6.52
59,350.0
468,70.0
4955,32.0
3430,30.82
8623,6.81
6873,3.33
5894,70.0
7087,8.76
453,82.2
6025,32.0
4064,8.1
1205,3.0
8669,4.3
3158,11.49
3361,80.0
1135,12.01
4079,2.35
1076,9.5
9046,8.87
4887,3.19
9460,6.57
1748,32.0
3409,3.55
4715,72.0
9641,4.7
2805,89.0
8599,2.33
5080,1.99
3435,32.0
1792,11.0
2831,32.0
60,139.0
2156,1.97
3860,206.51
8194,30.82
5567,29.0
2914,11.49
8054,10.92
3048,2.08
5086,80.0
6057,0.0
4587,82.2
8359,5.5
3846,7.0
7896,4.63
6596,11.22
4132,50.0
367,7.5
8856,7.72
2756,28.0
6676,6.57
7694,29.68
5365,2.93
9049,8.87
4090,4.6
5684,1.25
201,1.45
1490,19.5
1292,15.5
8930,7.72
4397,32.0
4328,72.0
2321,20.0
9137,13.96
9541,2.99
8721,4.04
601,23.0
2196,3.4
8741,8.26
8537,5.56
688,139.0
3652,15.74
8098,19.92
6981,4.0
9231,4.7
4536,60.82
7147,3.25
4852,80.0
3552,89.0
1752,1.4
7036,19.66
9876,1.46
5940,4.71
8254,7.0
7621,2.51
4197,32.0
9465,2.51
4218,24.5
442,32.0
5134,4.6
3597,7.65
7349,4.7
1817,1.92
3030,80.0
4224,2.35
1560,32.0
3501,4.62
8965,2.33
6443,80.0
570,76.0
6310,9.28
2811,32.0
9815,9.6
2990,100.0
9002,9.71
1171,26.25
7354,2.1
5121,19.5
4806,2.25
5685,72.0
3106,11.49
2225,11.0
6682,4.32
2314,32.0
8282,4.81
8629,2.42
10229,9.3
2009,26.25
7935,1.99
7297,4.6
3942,40.62
6979,8.26
4651,2.35
5117,14.93
2970,1.51
4610,36.16
4244,2.37
6986,1.51
1005,350.0
5522,80.0
6709,1.95
3723,11.4
6788,9.81
6854,7.3
9028,11.22
7210,2.33
8129,2.33
9286,11.89
5398,32.0
3040,32.0
7375,9.3
7229,7.78
1469,3.04
6116,80.0
6216,7.25
3503,0.9
10205,11.15
3826,10.74
1540,9.35
2319,16.0
5073,89.0
6054,9.98
4720,32.0
322,71.99
4007,1.4
1391,26.25
1154,2.1
7738,9.62
4768,80.0
5740,15.0
972,80.0
5559,30.82
1322,7.2
1535,7.4
1467,3.4
3579,3.09
210,82.2
4334,5.0
3373,9.0
3631,32.0
7904,2.18
8286,21.0
3807,12.59
5011,24.5
1147,11.0
3127,3.6
5017,13.0
3891,24.5
3763,6.47
4520,82.2
1378,26.25
5959,2.35
10144,6.07
10017,6.42
7233,4.7
1937,41.1
9897,4.75
7915,13.15
8043,7.21
5627,4.51
3059,80.0
4532,11.15
4734,8.11
